ticker,name,sector,market,price,s_score,s_total,s_pct,r_score,r_total,r_pct,grade,relaxed_items,s_EPS_positive,s_EPS_uptrend,s_GM_judge,s_OCF_positive,s_OCF_uptrend,s_FCF_positive,s_FCF_uptrend,s_ROE_above_thr,s_ROE_uptrend,s_ROA_above_thr,s_ROA_uptrend,s_DE_below_thr,s_ROIC_above_thr,s_ROIC_vs_WACC,r_EPS_positive,r_EPS_uptrend,r_GM_judge,r_OCF_positive,r_OCF_uptrend,r_FCF_positive,r_FCF_uptrend,r_ROE_above_thr,r_ROE_uptrend,r_ROA_above_thr,r_ROA_uptrend,r_DE_below_thr,r_ROIC_above_thr,r_ROIC_vs_WACC,s_gm_note,dcf_buy_price,dcf_intrinsic,dcf_adj_rate,dcf_raw_rate,dcf_years_back,dcf_past_eps,dcf_present_eps,dcf_skip_reason,undervalued,margin_pct,latest_EPS,latest_GM,latest_ROE,latest_ROA,latest_DE,latest_ROIC,data_source,error
SFD,Smithfield Foods,Consumer Defensive,US,25.12,8.0,14.0,57.1,11.0,14.0,78.6,FAIL,"GM_judge, OCF_uptrend, ROA_above_thr",True,True,False,True,False,True,True,False,True,False,True,True,False,False,True,True,True,True,True,True,True,False,True,True,True,True,False,False,40%未満(avg10.9%)→NG,34.58,49.4,12.0,396.15,1.0,0.52,2.58,,True,27.4,2.58,13.45,14.51,8.11,0.04,,eodhd,
ASGI,Abrdn Global Infrastructure Income Fund,Financial Services,US,22.09,7.0,12.0,58.3,8.0,12.0,66.7,FAIL,EPS_positive,False,True,,True,True,True,True,False,True,False,True,False,False,,True,True,,True,True,True,True,False,True,False,True,False,False,,データなし,53.62,76.59,12.0,96.15,3.0,0.53,4.0,,True,58.8,4.0,,12.93,12.65,,,,
GCV,The Gabelli Convertible and Income Securities Fund Inc.,Financial Services,US,4.61,7.0,12.0,58.3,7.0,12.0,58.3,FAIL,,False,True,,True,True,True,True,False,True,False,True,False,False,,False,True,,True,True,True,True,False,True,False,True,False,False,,データなし,5.09,7.28,12.0,77.95,2.0,0.12,0.38,,True,9.4,0.38,,24.62,22.85,,,,
DFP,Flaherty & Crumrine Dynamic Preferred and Income Fund Inc.,Financial Services,US,20.46,7.0,13.0,53.8,9.0,13.0,69.2,FAIL,"EPS_positive, DE_below_thr",False,True,,True,True,True,True,False,True,False,True,False,False,False,True,True,,True,True,True,True,False,True,False,True,True,False,False,データなし,49.36,70.51,10.87,21.75,3.0,2.2,3.97,,True,58.5,3.97,,8.23,5.16,59.01,5.17,,
DNP,DNP Select Income Fund Inc.,Financial Services,US,10.76,7.0,13.0,53.8,8.0,13.0,61.5,FAIL,EPS_uptrend,False,False,,True,True,True,True,False,True,False,True,True,False,False,False,True,,True,True,True,True,False,True,False,True,True,False,False,データなし,21.86,31.22,6.75,13.5,3.0,1.58,2.31,,True,50.8,2.31,,12.31,9.29,27.81,9.63,,
DPG,Duff & Phelps Utility and Infrastructure Fund Inc.,Financial Services,US,14.28,7.0,13.0,53.8,8.0,13.0,61.5,FAIL,EPS_uptrend,False,False,,True,True,True,True,False,True,False,True,True,False,False,False,True,,True,True,True,True,False,True,False,True,True,False,False,データなし,27.11,38.72,2.61,5.21,3.0,3.22,3.75,,True,47.3,3.75,,16.17,12.29,25.79,12.86,,
FFC,Flaherty & Crumrine Preferred Securities Income Fund Inc.,Financial Services,US,16.05,7.0,13.0,53.8,9.0,13.0,69.2,FAIL,"EPS_positive, DE_below_thr",False,True,,True,True,True,True,False,True,False,True,False,False,False,True,True,,True,True,True,True,False,True,False,True,True,False,False,データなし,42.49,60.7,12.0,24.32,3.0,1.65,3.17,,True,62.2,3.17,,8.38,5.25,59.1,5.27,,
HGLB,Highland Global Allocation Fund,Financial Services,US,7.84,7.0,13.0,53.8,10.0,13.0,76.9,FAIL,"OCF_positive, FCF_positive, ROA_above_thr",True,True,,False,True,False,True,False,True,False,True,True,False,False,True,True,,True,True,True,True,False,True,True,True,True,False,False,データなし,9.0,12.86,1.0,-24.45,3.0,3.2,1.38,,True,12.9,1.38,,21.59,17.02,1.39,6.03,,
PCM,PCM Fund Inc.,Financial Services,US,5.59,7.0,13.0,53.8,9.0,13.0,69.2,FAIL,"EPS_positive, DE_below_thr",False,True,,True,True,True,True,False,True,False,True,False,False,False,True,True,,True,True,True,True,False,True,False,True,True,False,False,データなし,7.77,11.11,12.0,661.58,2.0,0.01,0.58,,True,28.1,0.58,,9.47,6.19,50.26,6.31,,
PDX,PIMCO Dynamic Income Strategy Fund,Financial Services,US,20.81,7.0,13.0,53.8,11.0,13.0,84.6,FAIL,"OCF_uptrend, FCF_uptrend, ROE_above_thr, ROIC_above_thr",True,True,,False,False,False,False,False,True,True,True,True,False,True,True,True,,False,True,False,True,True,True,True,True,True,True,True,データなし,49.33,70.47,12.0,28.12,3.0,1.75,3.68,,True,57.8,3.68,,13.76,10.31,29.97,10.58,,
PTA,Cohen & Steers Tax-Advantaged Preferred Securities and Income Fund,Financial Services,US,19.21,7.0,13.0,53.8,8.0,13.0,61.5,FAIL,DE_below_thr,False,True,,True,True,True,True,False,True,False,True,False,False,False,False,True,,True,True,True,True,False,True,False,True,True,False,False,データなし,55.95,79.92,11.31,22.62,3.0,2.37,4.37,,True,65.7,4.37,,7.65,5.02,51.57,5.05,,
RCS,PIMCO Strategic Income Fund,Financial Services,US,5.53,7.0,13.0,53.8,9.0,13.0,69.2,FAIL,"EPS_positive, DE_below_thr",False,True,,True,True,True,True,False,True,False,True,False,False,False,True,True,,True,True,True,True,False,True,False,True,True,False,False,データなし,9.38,13.4,12.0,67.33,2.0,0.25,0.7,,True,41.0,0.7,,14.78,3.04,44.86,10.2,,
BAH,Booz Allen Hamilton Holding Corporation,Industrials,US,72.85,7.0,14.0,50.0,12.0,14.0,85.7,FAIL,"GM_judge, OCF_uptrend, FCF_uptrend, ROE_uptrend, ROA_uptrend",True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,False,False,40%以上(右肩上がりNG),76.51,109.3,8.51,17.02,9.0,1.75,7.2,,True,4.8,7.2,20.91,77.01,11.49,1.72,,eodhd,
CRM,Salesforce,Technology,US,159.44,7.0,14.0,50.0,10.0,14.0,71.4,FAIL,"GM_judge, ROE_uptrend, ROA_uptrend",True,True,False,True,True,True,True,False,False,False,False,True,False,False,True,True,True,True,True,True,True,False,True,False,True,True,False,False,40%以上(右肩上がりNG),168.22,240.32,12.0,32.46,9.0,1.0,12.55,,True,5.2,12.55,77.68,12.61,6.64,6.76,,eodhd,
FRMEP,First Merchants Corporation,Financial Services,US,25.16,7.0,14.0,50.0,10.0,14.0,71.4,FAIL,"GM_judge, ROE_uptrend, ROA_uptrend",True,True,False,True,True,True,True,False,False,False,False,True,False,False,True,True,True,True,True,True,True,False,True,False,True,True,False,False,40%以上(右肩上がりNG),25.74,36.77,12.0,74.55,1.0,1.1,1.92,,True,2.3,1.92,60.96,9.16,1.19,34.71,,eodhd,
GDDY,GoDaddy Inc.,Technology,US,78.72,7.0,14.0,50.0,12.0,14.0,85.7,FAIL,"GM_judge, ROE_above_thr, ROE_uptrend, ROA_above_thr, ROA_uptrend",True,True,False,True,True,True,True,False,False,False,False,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,False,False,40%以上(右肩上がりNG),88.2,126.0,12.0,45.37,8.0,0.33,6.58,,True,10.7,6.58,61.57,406.79,10.89,7.02,,eodhd,
GGZ,The Gabelli Global Small and Mid Cap Value Trust,Financial Services,US,15.91,7.0,14.0,50.0,8.0,14.0,57.1,FAIL,"EPS_positive, ROA_above_thr",False,True,True,False,True,False,True,False,True,False,True,True,False,False,True,True,True,False,True,False,True,False,True,True,True,False,False,False,40%以上(右肩上がり),19.38,27.68,1.0,-37.17,3.0,11.98,2.97,,True,17.9,2.97,77.39,13.93,13.79,21.23,,eodhd,
GLRE,Greenlight Capital Re,Financial Services,US,16.26,7.0,14.0,50.0,10.0,14.0,71.4,FAIL,"EPS_positive, OCF_positive, FCF_positive",False,True,True,False,True,False,True,False,True,False,True,True,False,False,True,True,True,True,True,True,True,False,True,False,True,True,False,False,40%未満(avg-3.5%)→OK,29.06,41.52,12.0,59.5,5.0,0.21,2.17,,True,44.0,2.17,40.89,10.57,3.45,0.67,,eodhd,
GTM,ZoomInfo Technologies Inc.,Technology,US,2.8,7.0,14.0,50.0,10.0,14.0,71.4,FAIL,"EPS_uptrend, GM_judge, DE_below_thr",True,False,False,True,True,True,True,False,True,False,True,False,False,False,True,True,True,True,True,True,True,False,True,False,True,True,False,False,40%以上(右肩上がりNG),5.36,7.66,12.0,33.43,3.0,0.17,0.4,,True,47.8,0.92,84.03,8.23,1.93,0.39,,eodhd,
HNI,HNI Corporation,Consumer Cyclical,US,33.83,7.0,14.0,50.0,10.0,14.0,71.4,FAIL,"EPS_uptrend, OCF_uptrend, FCF_uptrend",True,False,True,True,False,True,False,False,True,False,True,True,False,False,True,True,True,True,True,True,True,False,True,False,True,True,False,False,40%未満(avg36.7%)→OK,33.86,48.37,7.17,14.35,5.0,1.78,3.48,,True,0.1,3.48,40.43,2.95,1.11,0.88,,eodhd,
KYIV,Kyivstar Group Ltd.,Communication Services,US,14.08,7.0,14.0,50.0,11.0,14.0,78.6,FAIL,"ROE_above_thr, ROA_above_thr, ROA_uptrend, DE_below_thr",True,True,True,True,True,True,True,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True,True,False,False,40%以上(右肩上がり),14.34,20.49,12.0,1428.57,1.0,0.07,1.07,,True,1.8,1.07,64.39,9.55,5.84,17.63,,eodhd,
MKTW,MarketWise,Financial Services,US,16.92,7.0,14.0,50.0,9.0,14.0,64.3,FAIL,"EPS_positive, GM_judge, ROA_uptrend",False,True,False,True,True,True,True,False,True,False,False,True,False,False,True,True,True,True,True,True,True,False,True,False,True,False,False,False,40%以上(右肩上がりNG),30.83,44.04,12.0,324.82,3.0,0.03,2.3,,True,45.1,2.3,86.49,-48.11,2.57,1.62,,eodhd,
MMS,Maximus,Industrials,US,61.25,7.0,14.0,50.0,12.0,14.0,85.7,FAIL,"FCF_uptrend, ROE_above_thr, ROE_uptrend, ROA_above_thr, ROA_uptrend",True,True,True,True,True,True,False,False,False,False,False,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,False,False,40%未満(avg21.4%)→OK,63.07,90.1,5.79,11.57,9.0,2.65,7.1,,True,2.9,7.1,23.01,19.06,7.84,3.15,,eodhd,
MNSO,MINISO Group Holding Limited,Consumer Cyclical,US,12.41,7.0,14.0,50.0,11.0,14.0,78.6,FAIL,"FCF_uptrend, ROE_uptrend, ROA_above_thr, ROA_uptrend",True,True,True,True,True,True,False,False,False,False,False,True,False,False,True,True,True,True,True,True,True,False,True,True,True,True,False,False,40%未満(avg34.2%)→OK,13.81,19.72,12.0,99.54,2.0,0.26,1.03,,True,10.1,9.4,44.99,11.36,6.47,5.5,,eodhd,
MPLX,MPLX LP,Energy,US,56.03,7.0,14.0,50.0,12.0,14.0,85.7,FAIL,"GM_judge, ROE_above_thr, ROE_uptrend, ROA_above_thr, ROA_uptrend",True,True,False,True,True,True,True,False,False,False,False,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,False,False,40%以上(右肩上がりNG),63.0,90.0,12.0,24.8,9.0,0.64,4.7,,True,11.1,4.7,45.23,34.35,11.42,10.49,,eodhd,
NECB,Northeast Community Bancorp,Financial Services,US,25.63,7.0,14.0,50.0,11.0,14.0,78.6,FAIL,"GM_judge, ROE_above_thr, ROE_uptrend, ROA_uptrend",True,True,False,True,True,True,True,False,False,False,False,True,False,False,True,True,True,True,True,True,True,True,True,False,True,True,False,False,40%以上(右肩上がりNG),43.3,61.85,12.0,29.89,9.0,0.31,3.23,,True,40.8,3.23,66.14,12.63,2.15,19.9,,eodhd,
NICE,NICE Ltd.,Technology,US,85.69,7.0,14.0,50.0,10.0,14.0,71.4,FAIL,"ROE_uptrend, ROA_above_thr, ROA_uptrend",True,True,False,True,True,True,True,False,False,False,False,True,False,False,True,True,False,True,True,True,True,False,True,True,True,True,False,False,40%以上(右肩上がりNG),108.87,155.52,6.84,13.67,9.0,3.61,11.44,,True,21.3,11.44,66.41,15.79,11.99,12.78,,eodhd,
OBT,Orange County Bancorp,Financial Services,US,35.81,7.0,14.0,50.0,10.0,14.0,71.4,FAIL,"GM_judge, ROE_above_thr, ROE_uptrend",True,True,False,True,True,True,True,False,False,False,True,False,False,False,True,True,True,True,True,True,True,True,True,False,True,False,False,False,40%以上(右肩上がりNG),39.22,56.02,10.1,20.21,7.0,0.92,3.32,,True,8.7,3.32,75.54,14.63,1.56,61.18,,eodhd,
OFG,OFG Bancorp,Financial Services,US,47.46,7.0,14.0,50.0,11.0,14.0,78.6,FAIL,"GM_judge, OCF_uptrend, FCF_uptrend, ROE_above_thr",True,True,False,True,False,True,False,False,True,False,True,True,False,False,True,True,True,True,True,True,True,True,True,False,True,True,False,False,40%以上(右肩上がりNG),50.54,72.2,9.08,18.16,9.0,1.02,4.58,,True,6.1,4.58,71.24,14.76,1.65,4.07,,eodhd,
PCRX,Pacira BioSciences,Healthcare,US,22.89,7.0,14.0,50.0,10.0,14.0,71.4,FAIL,"ROE_uptrend, ROA_uptrend, DE_below_thr",True,True,True,True,True,True,True,False,False,False,False,False,False,False,True,True,True,True,True,True,True,False,True,False,True,True,False,False,40%以上(右肩上がり),28.32,40.45,8.71,17.42,9.0,0.62,2.63,,True,19.2,2.63,79.39,1.01,0.56,53.7,,eodhd,
PDD,PDD Holdings Inc.,Consumer Cyclical,US,80.88,7.0,14.0,50.0,11.0,14.0,78.6,FAIL,"EPS_positive, FCF_uptrend, ROE_above_thr, ROA_above_thr",False,True,False,True,True,True,False,False,True,False,True,True,False,False,True,True,False,True,True,True,True,True,True,True,True,True,False,False,40%以上(右肩上がりNG),127.61,182.3,12.0,41.74,3.0,3.34,9.52,,True,36.6,72.25,56.28,23.57,15.52,1.69,,eodhd,
PFBC,Preferred Bank,Financial Services,US,98.86,7.0,14.0,50.0,11.0,14.0,78.6,FAIL,"GM_judge, ROE_above_thr, ROE_uptrend, ROA_uptrend",True,True,False,True,True,True,True,False,False,False,False,True,False,False,True,True,True,True,True,True,True,True,True,False,True,True,False,False,40%以上(右肩上がりNG),109.43,156.32,8.39,16.78,9.0,2.57,10.38,,True,9.7,10.38,54.97,16.93,1.76,44.17,,eodhd,
PRGS,Progress Software Corporation,Technology,US,31.39,7.0,14.0,50.0,11.0,14.0,78.6,FAIL,"GM_judge, ROE_above_thr, ROA_uptrend, DE_below_thr",True,True,False,True,True,True,True,False,True,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,True,True,False,False,40%以上(右肩上がりNG),42.19,60.27,6.08,12.15,9.0,1.66,4.66,,True,25.6,4.66,80.82,15.29,2.98,75.08,,eodhd,
PYPL,PayPal Holdings,Financial Services,US,43.76,7.0,14.0,50.0,12.0,14.0,85.7,FAIL,"GM_judge, ROE_above_thr, ROE_uptrend, ROA_above_thr, ROA_uptrend",True,True,False,True,True,True,True,False,False,False,False,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,False,False,40%以上(右肩上がりNG),52.78,75.41,7.53,15.06,9.0,1.5,5.3,,True,17.1,5.3,46.62,25.83,6.53,49.3,,eodhd,
RGA,Reinsurance Group of America,Financial Services,US,210.62,7.0,14.0,50.0,10.0,14.0,71.4,FAIL,"EPS_uptrend, GM_judge, ROE_uptrend",True,False,False,True,True,True,True,False,False,False,True,True,False,False,True,True,True,True,True,True,True,False,True,False,True,True,False,False,40%未満(avg58.9%)→NG,305.48,436.4,12.0,24.99,5.0,7.47,22.79,,True,31.1,22.79,25.4,8.78,0.75,42.42,,eodhd,
SSSS,SuRo Capital Corp.,Financial Services,US,12.9,7.0,14.0,50.0,6.0,14.0,42.9,FAIL,,False,True,True,False,True,False,True,False,True,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,False,False,40%未満(avg749.6%)→OK,14.49,20.71,5.07,10.13,8.0,0.79,1.71,,True,11.0,1.71,100.0,23.77,17.68,19.41,,eodhd,
TCOM,Trip.com Group Limited,Consumer Cyclical,US,47.0,7.0,14.0,50.0,10.0,14.0,71.4,FAIL,"GM_judge, OCF_uptrend, FCF_uptrend",True,True,False,True,False,True,False,False,True,False,True,True,False,False,True,True,True,True,True,True,True,False,True,False,True,True,False,False,40%以上(右肩上がりNG),94.36,134.81,12.0,185.73,3.0,0.3,7.04,,True,50.2,45.69,80.58,18.93,12.1,11.3,,eodhd,
TMHC,Taylor Morrison Home Corporation,Consumer Cyclical,US,71.93,7.0,14.0,50.0,12.0,14.0,85.7,FAIL,"OCF_uptrend, FCF_uptrend, ROE_above_thr, ROA_above_thr, DE_below_thr",True,True,True,True,False,True,False,False,True,False,True,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,False,False,40%未満(avg21.3%)→OK,91.59,130.85,9.41,18.82,9.0,1.72,8.12,,True,21.5,8.12,23.03,12.43,7.95,36.41,,eodhd,
UPLD,Upland Software,Technology,US,5.49,7.0,14.0,50.0,10.0,14.0,71.4,FAIL,"EPS_uptrend, ROE_uptrend, ROA_uptrend",True,False,True,True,True,True,True,False,False,False,False,True,False,False,True,True,True,True,True,True,True,False,True,False,True,True,False,False,40%以上(右肩上がり),6.0,8.58,1.0,-1.4,8.0,1.03,0.92,,True,8.5,0.92,62.37,-48.2,-9.42,9.59,,eodhd,
VIPS,Vipshop Holdings Limited,Consumer Cyclical,US,13.44,7.0,14.0,50.0,12.0,14.0,85.7,FAIL,"EPS_uptrend, OCF_uptrend, FCF_uptrend, ROE_uptrend, ROA_uptrend",True,False,True,True,False,True,False,True,False,True,False,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,False,False,40%未満(avg21.8%)→OK,20.81,29.73,6.74,13.49,3.0,1.51,2.2,,True,35.4,12.19,23.12,18.12,9.66,6.52,,eodhd,
VIV,Telefônica Brasil S.A.,Communication Services,US,13.2,7.0,14.0,50.0,10.0,14.0,71.4,FAIL,"GM_judge, ROE_uptrend, ROA_uptrend",True,True,False,True,True,True,True,False,False,False,False,True,False,False,True,True,True,True,True,True,True,False,True,False,True,True,False,False,40%以上(右肩上がりNG),30.57,43.67,8.7,17.41,9.0,0.67,2.84,,True,56.8,2.84,40.43,8.8,4.72,0.68,,eodhd,
VTOL,Bristow Group Inc.,Energy,US,43.28,7.0,14.0,50.0,9.0,14.0,64.3,FAIL,"EPS_positive, OCF_positive",False,True,True,False,True,False,True,False,True,False,True,True,False,False,True,True,True,True,True,False,True,False,True,False,True,True,False,False,40%未満(avg20.7%)→OK,54.44,77.76,12.0,35.17,5.0,0.9,4.06,,True,20.5,4.06,21.33,12.18,5.58,2.64,,eodhd,
YELP,Yelp Inc.,Communication Services,US,22.51,7.0,14.0,50.0,11.0,14.0,78.6,FAIL,"GM_judge, ROE_above_thr, ROE_uptrend, ROA_above_thr, ROA_uptrend",True,True,False,True,True,True,True,False,False,False,False,True,False,False,True,True,True,True,True,True,True,True,True,True,True,False,False,False,40%以上(右肩上がりNG),30.06,42.94,8.24,16.47,9.0,0.73,2.88,,True,25.1,2.88,90.27,19.57,14.8,2.18,,eodhd,
YOUL,Youlife Group Inc.,Consumer Defensive,US,0.44,7.0,14.0,50.0,8.0,14.0,57.1,FAIL,OCF_positive,False,True,True,False,True,False,True,False,True,False,True,True,False,False,False,True,True,True,True,False,True,False,True,False,True,True,False,False,40%未満(avg14.3%)→OK,0.59,0.84,1.0,-51.59,2.0,0.38,0.09,,True,25.4,0.09,10.36,5.87,3.47,17.17,,eodhd,
AFB,AllianceBernstein National Municipal Income Fund,Financial Services,US,11.34,6.0,13.0,46.2,8.0,13.0,61.5,FAIL,"OCF_uptrend, FCF_uptrend",False,True,,True,False,True,False,False,True,False,True,True,False,False,False,True,,True,True,True,True,False,True,False,True,True,False,False,データなし,28.55,40.79,12.0,30.43,3.0,0.96,2.13,,True,60.3,2.13,,0.98,0.59,37.66,0.71,,
BRW,Saba Capital Income & Opportunities Fund,Financial Services,US,6.59,6.0,13.0,46.2,9.0,13.0,69.2,FAIL,"EPS_positive, OCF_positive, FCF_positive",False,True,,False,True,False,True,False,True,False,True,True,False,False,True,True,,True,True,True,True,False,True,False,True,True,False,False,データなし,11.8,16.85,12.0,50.14,3.0,0.26,0.88,,True,44.2,0.88,,15.58,6.39,17.18,13.3,,
BST,BlackRock Science and Technology Trust,Financial Services,US,48.22,6.0,13.0,46.2,11.0,13.0,84.6,FAIL,"EPS_positive, ROE_above_thr, ROE_uptrend, ROA_above_thr, ROA_uptrend",False,True,,True,True,True,True,False,False,False,False,True,False,False,True,True,,True,True,True,True,True,True,True,True,True,False,False,データなし,73.79,105.41,6.63,13.26,3.0,5.41,7.86,,True,34.7,7.86,,16.95,16.85,0.04,24.24,,
CHI,Calamos Convertible Opportunities and Income Fund,Financial Services,US,13.09,6.0,13.0,46.2,8.0,13.0,61.5,FAIL,"OCF_uptrend, FCF_uptrend",False,True,,True,False,True,False,False,True,False,True,True,False,False,False,True,,True,True,True,True,False,True,False,True,True,False,False,データなし,14.29,20.41,1.0,-18.53,3.0,4.05,2.19,,True,8.4,2.19,,19.49,12.98,34.08,14.54,,
CHY,Calamos Convertible and High Income Fund,Financial Services,US,13.35,6.0,13.0,46.2,8.0,13.0,61.5,FAIL,"OCF_uptrend, FCF_uptrend",False,True,,True,False,True,False,False,True,False,True,True,False,False,False,True,,True,True,True,True,False,True,False,True,True,False,False,データなし,15.27,21.81,1.0,-18.42,3.0,4.31,2.34,,True,12.6,2.34,,21.01,13.99,34.08,15.67,,
CIF,MFS Intermediate High Income Fund,Financial Services,US,1.62,6.0,13.0,46.2,8.0,13.0,61.5,FAIL,"EPS_positive, ROA_above_thr",False,True,,True,False,True,False,False,True,False,True,True,False,False,True,True,,True,False,True,False,False,True,True,True,True,False,False,データなし,3.08,4.4,12.0,42.19,3.0,0.08,0.23,,True,47.4,0.23,,7.83,5.35,45.43,5.38,,
DLY,DoubleLine Yield Opportunities Fund,Financial Services,US,13.9,6.0,13.0,46.2,10.0,13.0,76.9,FAIL,"EPS_positive, OCF_uptrend, FCF_uptrend, ROA_above_thr",False,True,,True,False,True,False,False,True,False,True,True,False,False,True,True,,True,True,True,True,False,True,True,True,True,False,False,データなし,18.56,26.51,1.47,2.94,3.0,2.53,2.76,,True,25.1,2.76,,6.45,5.32,16.79,5.52,,
DSL,DoubleLine Income Solutions Fund,Financial Services,US,10.88,6.0,13.0,46.2,10.0,13.0,76.9,FAIL,"EPS_positive, OCF_uptrend, FCF_uptrend, ROA_above_thr",False,True,,True,False,True,False,False,True,False,True,True,False,False,True,True,,True,True,True,True,False,True,True,True,True,False,False,データなし,16.44,23.49,1.0,-10.54,3.0,3.52,2.52,,True,33.8,2.52,,7.65,5.76,27.72,5.99,,
