ticker,name,sector,market,price,s_score,s_total,s_pct,r_score,r_total,r_pct,grade,relaxed_items,s_EPS_positive,s_EPS_uptrend,s_GM_judge,s_OCF_positive,s_OCF_uptrend,s_FCF_positive,s_FCF_uptrend,s_ROE_above_thr,s_ROE_uptrend,s_ROA_above_thr,s_ROA_uptrend,s_DE_below_thr,s_ROIC_above_thr,s_ROIC_vs_WACC,r_EPS_positive,r_EPS_uptrend,r_GM_judge,r_OCF_positive,r_OCF_uptrend,r_FCF_positive,r_FCF_uptrend,r_ROE_above_thr,r_ROE_uptrend,r_ROA_above_thr,r_ROA_uptrend,r_DE_below_thr,r_ROIC_above_thr,r_ROIC_vs_WACC,s_gm_note,dcf_buy_price,dcf_intrinsic,dcf_adj_rate,dcf_raw_rate,dcf_years_back,dcf_past_eps,dcf_present_eps,dcf_skip_reason,undervalued,margin_pct,latest_EPS,latest_GM,latest_ROE,latest_ROA,latest_DE,latest_ROIC,data_source,error
AXIN,Axiom Intelligence Acquisition Corp 1,Financial Services,US,10.4,3.0,14.0,21.4,4.0,14.0,28.6,FAIL,ROA_uptrend,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,40%以上(右肩上がりNG),,,,,,,,,,,0.08,41.73,-35.27,72.38,,,eodhd,
AXINU,Axiom Intelligence Acquisition Corp 1,Financial Services,US,11.0,3.0,14.0,21.4,4.0,14.0,28.6,FAIL,ROA_uptrend,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,40%以上(右肩上がりNG),,,,,,,,,,,0.08,41.73,-35.27,72.38,,,eodhd,
AXTI,AXT,Technology,US,96.47,3.0,14.0,21.4,7.0,14.0,50.0,FAIL,"OCF_uptrend, FCF_uptrend, ROE_uptrend, ROA_uptrend",False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,True,False,False,40%未満(avg28.7%)→OK,,,,,,,,,,,-0.01,12.73,-7.78,-4.9,22.98,,eodhd,
AZ,A2Z Cust2Mate Solutions Corp.,Technology,US,5.94,3.0,14.0,21.4,5.0,14.0,35.7,FAIL,"GM_judge, ROA_uptrend",False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,True,True,False,False,40%未満(avg25.7%)→NG,,,,,,,,,,,-0.18,13.85,-48.4,-44.31,0.01,,eodhd,
AZI,Autozi Internet Technology (Global) Ltd.,Consumer Cyclical,US,1.62,3.0,14.0,21.4,6.0,14.0,42.9,FAIL,"OCF_uptrend, FCF_uptrend, ROA_uptrend",False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,40%未満(avg1.2%)→OK,,,,,,,,,,,-0.72,1.75,41.28,-137.59,47.34,,eodhd,
AZTR,Azitra,Healthcare,US,0.24,3.0,14.0,21.4,7.0,14.0,50.0,FAIL,"OCF_uptrend, FCF_uptrend, ROE_uptrend, ROA_uptrend",False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,True,False,False,40%以上(右肩上がり),,,,,,,,,,,-0.25,100.0,-288.21,-218.0,18.2,,eodhd,
AZUL,Azul S.A.,Industrials,US,8.83,3.0,14.0,21.4,9.0,14.0,64.3,FAIL,"EPS_uptrend, OCF_uptrend, FCF_positive, FCF_uptrend, ROE_uptrend, ROA_uptrend",False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,True,True,True,True,True,True,False,True,False,True,True,False,False,40%未満(avg17.8%)→OK,,,,,,,,,,,-3.82,26.38,30.07,-34.83,7.66,,eodhd,
BAERW,Bridger Aerospace Group Holdings,,US,0.31,3.0,14.0,21.4,6.0,14.0,42.9,FAIL,"OCF_uptrend, ROE_uptrend, ROA_uptrend",False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,40%未満(avg30.9%)→OK,,,,,,,,,,,,42.08,6.4,1.25,1.43,,eodhd,
BAM,Brookfield Asset Management Ltd.,Financial Services,US,49.54,3.0,14.0,21.4,11.0,14.0,78.6,FAIL,"EPS_uptrend, GM_judge, OCF_uptrend, FCF_uptrend, ROE_above_thr, ROE_uptrend, ROA_above_thr, DE_below_thr",True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,False,True,False,False,40%未満(avg65.5%)→NG,,,,,,,,,,,0.38,95.32,28.42,14.69,5.19,,eodhd,
BARK,BARK,Consumer Cyclical,US,8.9,3.0,14.0,21.4,7.0,14.0,50.0,FAIL,"EPS_uptrend, GM_judge, FCF_uptrend, ROE_uptrend",False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,True,False,False,40%以上(右肩上がりNG),,,,,,,,,,,-1.22,62.37,-33.03,-12.61,42.78,,eodhd,
BBCP,Concrete Pumping Holdings,Industrials,US,10.8,3.0,14.0,21.4,9.0,14.0,64.3,FAIL,"EPS_positive, OCF_uptrend, FCF_positive, FCF_uptrend, ROE_uptrend, ROA_uptrend",False,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,True,True,True,True,True,False,True,False,True,True,False,False,40%未満(avg42.0%)→OK,,,,,,,,,,,-0.05,38.46,2.2,0.72,144.21,,eodhd,
BBT,Beacon Financial Corporation,Financial Services,US,29.8,3.0,14.0,21.4,6.0,14.0,42.9,FAIL,"EPS_uptrend, OCF_uptrend, FCF_uptrend",True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,True,True,True,True,False,False,False,False,False,False,False,40%以上(右肩上がりNG),4.57,6.52,1.0,-16.19,7.0,2.41,0.7,,False,-552.1,0.7,51.13,3.62,0.39,21.81,,eodhd,
BCBP,BCB Bancorp,Financial Services,US,11.22,3.0,14.0,21.4,6.0,14.0,42.9,FAIL,"EPS_uptrend, OCF_uptrend, FCF_uptrend",True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,True,True,True,True,False,False,False,False,False,False,False,40%以上(右肩上がりNG),1.7,2.42,1.0,-13.61,9.0,0.97,0.26,,False,-560.0,0.26,26.74,-4.12,-0.38,68.03,,eodhd,
BCC,Boise Cascade Company,Basic Materials,US,72.83,3.0,14.0,21.4,6.0,14.0,42.9,FAIL,"ROE_above_thr, ROA_above_thr, DE_below_thr",True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,40%未満(avg17.5%)→NG,,,,,,,,,,,0.5,13.98,6.4,4.1,21.47,,eodhd,
BCDA,BioCardia,Healthcare,US,0.88,3.0,14.0,21.4,6.0,14.0,42.9,FAIL,"GM_judge, ROE_uptrend, ROA_uptrend",False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,False,False,40%未満(avg-1200.8%)→NG,,,,,,,,,,,-0.21,-7463.79,-919.33,-241.08,40.91,,eodhd,
BCGWW,Binah Capital Group,,US,0.16,3.0,14.0,21.4,7.0,14.0,50.0,FAIL,"OCF_uptrend, FCF_uptrend, ROE_uptrend, ROA_uptrend",False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,True,False,True,False,False,False,40%未満(avg7.2%)→OK,,,,,,,,,,,,7.62,88.8,3.29,884.65,,eodhd,
BCSF,Bain Capital Specialty Finance,Financial Services,US,12.54,3.0,14.0,21.4,8.0,14.0,57.1,FAIL,"OCF_positive, OCF_uptrend, FCF_positive, FCF_uptrend, ROE_uptrend",True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True,True,True,True,False,True,False,True,False,False,False,40%以上(右肩上がり),2.83,4.05,1.53,3.07,9.0,0.32,0.42,,False,-343.1,0.42,76.88,8.67,3.75,154.62,,eodhd,
BE,Bloom Energy Corporation,Industrials,US,291.66,3.0,14.0,21.4,8.0,14.0,57.1,FAIL,"EPS_positive, GM_judge, OCF_uptrend, FCF_uptrend, DE_below_thr",False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,True,True,False,True,False,True,False,True,False,True,True,False,False,40%未満(avg16.0%)→NG,,,,,,,,,,,0.44,29.02,-11.51,-2.01,0.54,,eodhd,
BEATW,HeartBeam,,US,0.03,3.0,14.0,21.4,5.0,13.0,38.5,FAIL,"OCF_uptrend, FCF_uptrend, ROE_uptrend",False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,,False,True,False,True,False,True,False,True,False,False,False,40%以上(右肩上がり),,,,,,,,,,,-0.26,62.7,-807.34,-359.66,89.76,,eodhd,
BEEP,Mobile Infrastructure Corporation,Industrials,US,1.88,3.0,14.0,21.4,7.0,14.0,50.0,FAIL,"GM_judge, OCF_uptrend, FCF_uptrend, DE_below_thr",False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,True,False,True,False,True,False,True,True,False,False,40%以上(右肩上がりNG),,,,,,,,,,,-0.18,-1.24,-15.18,-5.61,18.33,,eodhd,
BEN,Franklin Resources,Financial Services,US,33.98,3.0,14.0,21.4,9.0,14.0,64.3,FAIL,"GM_judge, OCF_uptrend, FCF_uptrend, ROE_uptrend, ROA_uptrend, DE_below_thr",True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,False,True,False,True,True,False,False,40%以上(右肩上がりNG),9.2,13.14,1.0,-8.05,9.0,3.0,1.41,,False,-269.3,1.41,80.34,4.35,1.62,101.83,,eodhd,
BFRGW,Bullfrog AI Holdings,,US,0.13,3.0,14.0,21.4,6.0,14.0,42.9,FAIL,"OCF_uptrend, FCF_uptrend, DE_below_thr",False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,40%未満(avg67.1%)→OK,,,,,,,,,,,,17.29,-304.17,-231.38,51.64,,eodhd,
BFRI,Biofrontera Inc.,Healthcare,US,0.98,3.0,14.0,21.4,7.0,14.0,50.0,FAIL,"GM_judge, ROE_uptrend, ROA_uptrend, DE_below_thr",False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,True,False,True,False,True,True,False,False,40%以上(右肩上がりNG),,,,,,,,,,,-0.41,78.65,-100.53,-36.89,43.79,,eodhd,
BFRIW,Biofrontera Inc.,,US,0.02,3.0,14.0,21.4,7.0,14.0,50.0,FAIL,"GM_judge, ROE_uptrend, ROA_uptrend, DE_below_thr",False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,True,False,True,False,True,True,False,False,40%以上(右肩上がりNG),,,,,,,,,,,-0.46,78.65,-100.53,-36.89,43.79,,eodhd,
BIPC,Brookfield Infrastructure Corporation,Utilities,US,40.24,3.0,14.0,21.4,8.0,14.0,57.1,FAIL,"EPS_uptrend, GM_judge, FCF_uptrend, ROE_uptrend, ROA_uptrend",False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,False,True,False,True,False,False,False,40%以上(右肩上がりNG),,,,,,,,,,,-0.84,63.63,18.91,-1.02,101.34,,eodhd,
BKD,Brookdale Senior Living Inc.,Healthcare,US,13.82,3.0,14.0,21.4,8.0,14.0,57.1,FAIL,"GM_judge, OCF_uptrend, FCF_uptrend, ROE_uptrend, ROA_uptrend",False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,True,True,False,True,False,True,False,True,True,False,False,40%未満(avg24.2%)→NG,,,,,,,,,,,-0.02,20.64,586.98,-4.41,173.15,,eodhd,
BKU,BankUnited,Financial Services,US,47.83,3.0,14.0,21.4,7.0,14.0,50.0,FAIL,"EPS_uptrend, GM_judge, ROE_uptrend, ROA_uptrend",True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,True,True,False,True,False,False,True,False,True,False,False,False,40%以上(右肩上がりNG),,,,,,,,,,,0.83,49.49,8.79,0.77,10.47,,eodhd,
BKV,BKV Corporation,Energy,US,24.05,3.0,14.0,21.4,7.0,14.0,50.0,FAIL,"OCF_uptrend, FCF_uptrend, ROE_uptrend, ROA_uptrend",False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,False,True,False,True,True,False,False,40%未満(avg62.8%)→NG,,,,,,,,,,,0.22,31.68,8.49,5.53,23.88,,eodhd,
BLBD,Blue Bird Corporation,Industrials,US,74.06,3.0,14.0,21.4,12.0,14.0,85.7,FAIL,"EPS_uptrend, GM_judge, OCF_positive, OCF_uptrend, FCF_positive, FCF_uptrend, ROE_above_thr, ROA_above_thr, ROA_uptrend",True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,False,False,40%未満(avg12.9%)→NG,26.81,38.3,12.0,51.52,5.0,0.25,2.0,,False,-176.2,2.0,20.51,50.0,20.43,1.96,,eodhd,
BLCO,Bausch + Lomb Corporation,Healthcare,US,14.95,3.0,14.0,21.4,6.0,14.0,42.9,FAIL,"GM_judge, OCF_uptrend, FCF_uptrend",True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,True,True,False,True,False,False,False,False,True,False,False,40%以上(右肩上がりNG),,,,,,,,,,,0.08,54.75,-5.58,-2.57,0.6,,eodhd,
BLRX,BioLineRx Ltd.,Healthcare,US,3.18,3.0,14.0,21.4,7.0,14.0,50.0,FAIL,"OCF_uptrend, FCF_uptrend, ROE_uptrend, ROA_uptrend",False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,True,False,False,40%未満(avg42.4%)→OK,,,,,,,,,,,0.0,36.19,-6.51,-2.9,24.62,,eodhd,
BLW,BlackRock Limited Duration Income Trust,Financial Services,US,12.29,3.0,14.0,21.4,10.0,14.0,71.4,FAIL,"OCF_positive, OCF_uptrend, FCF_positive, FCF_uptrend, ROE_uptrend, ROA_above_thr, ROA_uptrend",True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,False,True,True,True,False,False,False,40%以上(右肩上がり),3.98,5.69,1.0,-95.27,1.0,12.9,0.61,,False,-208.8,0.61,91.0,8.63,5.51,40.15,,eodhd,
BMA,Banco Macro S.A.,Financial Services,US,98.06,3.0,14.0,21.4,7.0,14.0,50.0,FAIL,"EPS_uptrend, GM_judge, ROE_uptrend, ROA_uptrend",False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,True,False,False,40%以上(右肩上がりNG),,,,,,,,,,,0.0,50.54,6.45,1.45,28.65,,eodhd,
BMO,Bank of Montreal,Financial Services,US,170.68,3.0,14.0,21.4,9.0,14.0,64.3,FAIL,"EPS_uptrend, GM_judge, OCF_uptrend, FCF_uptrend, ROE_uptrend, ROA_uptrend",True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,False,True,False,True,False,False,False,40%以上(右肩上がりNG),46.65,66.64,1.0,-1.43,9.0,8.14,7.15,,False,-265.9,7.15,41.56,9.89,0.59,128.72,,eodhd,
BN,Brookfield Corporation,Financial Services,US,46.14,3.0,14.0,21.4,7.0,14.0,50.0,FAIL,"EPS_uptrend, GM_judge, ROE_uptrend, ROA_uptrend",True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,False,False,True,False,True,False,False,False,40%未満(avg21.4%)→NG,,,,,,,,,,,0.03,38.8,2.73,0.25,81.2,,eodhd,
BNC,CEA Industries Inc.,Industrials,US,2.32,3.0,14.0,21.4,6.0,14.0,42.9,FAIL,"EPS_uptrend, GM_judge, ROE_uptrend",False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,False,False,40%未満(avg24.4%)→NG,,,,,,,,,,,-2.91,87.5,46.64,38.96,,,eodhd,
BNCWW,CEA Industries Inc.,,US,0.02,3.0,14.0,21.4,5.0,14.0,35.7,FAIL,"GM_judge, ROE_uptrend",False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,40%未満(avg24.4%)→NG,,,,,,,,,,,,87.5,46.64,38.96,,,eodhd,
BNY,The Bank of New York Mellon Cor,Financial Services,US,145.49,3.0,14.0,21.4,10.0,14.0,71.4,FAIL,"EPS_uptrend, GM_judge, OCF_uptrend, FCF_positive, FCF_uptrend, ROA_uptrend, DE_below_thr",True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,True,True,True,True,True,False,True,False,True,True,False,False,40%以上(右肩上がりNG),,,,,,,,,,,2.25,48.94,12.52,1.17,4.52,,eodhd,
BODI,The Beachbody Company,Communication Services,US,8.92,3.0,14.0,21.4,7.0,14.0,50.0,FAIL,"EPS_uptrend, GM_judge, ROE_uptrend, ROA_uptrend",False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,True,False,False,40%以上(右肩上がりNG),,,,,,,,,,,0.3,73.01,-9.13,-1.95,3.39,,eodhd,
BON,Bon Natural Life Limited,Basic Materials,US,1.26,3.0,14.0,21.4,5.0,14.0,35.7,FAIL,"OCF_uptrend, DE_below_thr",True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,True,False,False,False,False,True,False,False,40%未満(avg27.8%)→NG,,,,,,,,,,,0.5,20.77,-3.47,-2.34,19.69,,eodhd,
BPOPM,Popular Capital Trust II PFD GTD 6.125%,,US,25.3,3.0,14.0,21.4,5.0,14.0,35.7,FAIL,"OCF_uptrend, ROE_uptrend, ROA_uptrend",False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,False,True,False,True,False,False,False,40%以上(右肩上がりNG),,,,,,,,,,,,60.67,10.94,0.84,20.32,,eodhd,
BRCC,BRC Inc.,Consumer Defensive,US,1.34,3.0,14.0,21.4,7.0,14.0,50.0,FAIL,"GM_judge, OCF_uptrend, FCF_uptrend, ROA_uptrend",False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,True,False,False,40%未満(avg37.8%)→NG,,,,,,,,,,,0.02,34.64,-26.1,-5.69,5.26,,eodhd,
BRFH,Barfresh Food Group,Consumer Defensive,US,2.34,3.0,14.0,21.4,6.0,14.0,42.9,FAIL,"GM_judge, OCF_uptrend, FCF_uptrend",False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,False,False,40%未満(avg36.1%)→NG,,,,,,,,,,,-0.04,21.92,-202.56,-21.0,334.66,,eodhd,
BRLT,Brilliant Earth Group,Consumer Cyclical,US,1.14,3.0,14.0,21.4,7.0,14.0,50.0,FAIL,"EPS_uptrend, OCF_uptrend, FCF_uptrend, DE_below_thr",False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,True,False,False,40%以上(右肩上がり),,,,,,,,,,,-0.05,57.49,-29.55,-1.81,37.11,,eodhd,
BRSL,Brightstar Lottery PLC,Consumer Cyclical,US,11.44,3.0,14.0,21.4,10.0,14.0,71.4,FAIL,"EPS_positive, GM_judge, OCF_uptrend, FCF_uptrend, ROE_above_thr, ROE_uptrend, ROA_uptrend",False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,True,True,True,True,True,True,True,False,True,True,False,False,40%以上(右肩上がりNG),,,,,,,,,,,0.14,50.46,16.8,1.61,13.49,,eodhd,
BRSP,BrightSpire Capital,Real Estate,US,5.54,3.0,14.0,21.4,8.0,14.0,57.1,FAIL,"GM_judge, OCF_uptrend, FCF_uptrend, ROE_uptrend, ROA_uptrend",True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,False,True,False,True,False,False,False,40%以上(右肩上がりNG),0.91,1.3,1.0,-13.19,9.0,0.5,0.14,,False,-508.8,0.14,49.64,-3.32,-0.87,263.2,,eodhd,
BRTX,BioRestorative Therapies,Healthcare,US,0.35,3.0,14.0,21.4,4.0,14.0,28.6,FAIL,ROE_uptrend,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,40%以上(右肩上がり),,,,,,,,,,,-0.12,93.37,-3992.21,-349.1,0.27,,eodhd,
BRZE,Braze,Technology,US,21.26,3.0,14.0,21.4,7.0,14.0,50.0,FAIL,"EPS_uptrend, OCF_positive, FCF_uptrend, ROE_uptrend",False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,True,True,True,False,True,False,True,False,True,False,False,False,40%以上(右肩上がり),,,,,,,,,,,-0.03,67.15,-21.05,-11.79,,,eodhd,
BSAC,Banco Santander-Chile,Financial Services,US,33.72,3.0,14.0,21.4,8.0,14.0,57.1,FAIL,"EPS_uptrend, GM_judge, ROE_above_thr, ROE_uptrend, ROA_uptrend",True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,True,False,True,False,True,True,True,False,True,False,False,False,40%未満(avg49.9%)→NG,,,,,,,,,,,0.62,48.84,18.19,1.5,232.92,,eodhd,
BSBK,Bogota Financial Corp.,Financial Services,US,9.09,3.0,14.0,21.4,10.0,14.0,71.4,FAIL,"EPS_uptrend, GM_judge, OCF_uptrend, FCF_uptrend, ROE_uptrend, ROA_uptrend, DE_below_thr",True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,False,True,False,True,True,False,False,40%未満(avg62.3%)→NG,,,,,,,,,,,0.06,38.79,1.48,0.23,14.19,,eodhd,
BSET,Bassett Furniture Industries,Consumer Cyclical,US,15.81,3.0,14.0,21.4,7.0,14.0,50.0,FAIL,"GM_judge, OCF_uptrend, FCF_uptrend, ROE_uptrend, ROA_uptrend",False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,True,True,False,True,False,True,False,True,False,False,False,40%以上(右肩上がりNG),,,,,,,,,,,0.13,56.28,3.69,1.75,0.15,,eodhd,
BTE,Baytex Energy Corp.,Energy,US,4.2,3.0,14.0,21.4,8.0,14.0,57.1,FAIL,"EPS_uptrend, FCF_positive, ROE_uptrend, ROA_uptrend, DE_below_thr",False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,True,True,True,True,False,True,False,True,True,False,False,40%未満(avg18.7%)→NG,,,,,,,,,,,-0.09,21.49,-25.27,-18.05,3.98,,eodhd,
BTG,B2Gold Corp.,Basic Materials,US,4.63,3.0,14.0,21.4,10.0,14.0,71.4,FAIL,"EPS_uptrend, GM_judge, OCF_uptrend, FCF_positive, FCF_uptrend, ROE_uptrend, ROA_uptrend",True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True,True,False,True,False,True,True,False,False,40%未満(avg39.1%)→NG,1.24,1.77,1.0,-12.48,5.0,0.37,0.19,,False,-273.4,0.19,50.01,11.2,6.85,0.38,,eodhd,
BTGO,BitGo Holdings,Financial Services,US,6.06,3.0,14.0,21.4,3.0,14.0,21.4,FAIL,,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,40%未満(avg1.2%)→NG,,,,,,,,,,,-0.13,1.18,-4.67,-0.32,111.35,,eodhd,
BTI,British American Tobacco p.l.c.,Consumer Defensive,US,60.13,3.0,14.0,21.4,9.0,14.0,64.3,FAIL,"GM_judge, OCF_uptrend, FCF_uptrend, ROE_uptrend, ROA_uptrend, DE_below_thr",True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,False,True,False,True,True,False,False,40%以上(右肩上がりNG),,,,,,,,,,,0.0,83.5,16.2,7.1,6.7,,eodhd,
BTU,Peabody Energy Corporation,Energy,US,25.93,3.0,14.0,21.4,7.0,14.0,50.0,FAIL,"EPS_positive, OCF_uptrend, FCF_uptrend, ROA_above_thr",False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,True,True,True,True,False,False,True,False,True,False,False,40%未満(avg22.4%)→NG,,,,,,,,,,,-0.18,2.73,-1.5,-0.91,0.43,,eodhd,
BUI,BlackRock Utilities,Financial Services,US,28.62,3.0,14.0,21.4,8.0,14.0,57.1,FAIL,"OCF_positive, OCF_uptrend, FCF_positive, FCF_uptrend, ROA_above_thr",False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,True,True,True,False,True,True,True,False,False,False,40%以上(右肩上がり),,,,,,,,,,,,94.72,17.51,17.49,,,eodhd,
BULLW,Webull Corporation,,US,2.26,3.0,14.0,21.4,7.0,14.0,50.0,FAIL,"OCF_positive, FCF_positive, ROE_uptrend, ROA_uptrend",False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,True,True,True,False,True,False,True,True,False,False,40%以上(右肩上がりNG),,,,,,,,,,,,77.45,2.44,0.64,6.4,,eodhd,
BUR,Burford Capital Limited,Financial Services,US,4.55,3.0,14.0,21.4,8.0,14.0,57.1,FAIL,"EPS_uptrend, GM_judge, ROE_uptrend, ROA_uptrend, DE_below_thr",True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,True,False,True,False,True,False,True,False,True,True,False,False,40%以上(右肩上がりNG),3.72,5.32,1.0,-2.54,9.0,0.72,0.57,,False,-22.3,0.57,57.02,2.59,1.01,60.3,,eodhd,
BWFG,Bankwell Financial Group,Financial Services,US,55.69,3.0,14.0,21.4,8.0,14.0,57.1,FAIL,"EPS_uptrend, GM_judge, ROE_uptrend, ROA_uptrend, DE_below_thr",True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,True,True,False,True,False,False,True,False,True,True,False,False,40%以上(右肩上がりNG),9.2,13.14,1.0,-4.07,9.0,2.05,1.41,,False,-505.3,1.41,51.65,11.67,1.05,59.6,,eodhd,
BXP,BXP,Real Estate,US,65.39,3.0,14.0,21.4,7.0,14.0,50.0,FAIL,"EPS_uptrend, OCF_uptrend, ROE_uptrend, ROA_uptrend",True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,True,True,True,False,False,True,False,True,False,False,False,40%以上(右肩上がりNG),,,,,,,,,,,0.55,60.56,5.38,1.06,14.57,,eodhd,
BZFDW,BuzzFeed,,US,0.03,3.0,14.0,21.4,7.0,14.0,50.0,FAIL,"GM_judge, OCF_uptrend, FCF_uptrend, DE_below_thr",False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,True,False,True,False,True,False,True,True,False,False,40%以上(右肩上がりNG),,,,,,,,,,,-0.01,32.0,-116.94,-30.68,61.84,,eodhd,
BZUN,Baozun Inc.,Consumer Cyclical,US,2.85,3.0,14.0,21.4,9.0,14.0,64.3,FAIL,"EPS_uptrend, OCF_positive, FCF_positive, FCF_uptrend, ROE_uptrend, ROA_uptrend",False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,True,True,True,True,True,False,True,False,True,True,False,False,40%未満(avg41.0%)→OK,,,,,,,,,,,-0.02,50.87,-6.64,-2.5,42.33,,eodhd,
CAAP,Corporación América Airports S.A.,Industrials,US,27.53,3.0,14.0,21.4,11.0,14.0,78.6,FAIL,"EPS_positive, GM_judge, OCF_positive, FCF_positive, ROE_above_thr, ROE_uptrend, ROA_above_thr, DE_below_thr",False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,True,True,True,True,True,True,True,True,True,False,False,40%未満(avg25.6%)→NG,,,,,,,,,,,0.47,35.15,15.61,5.57,8.78,,eodhd,
CABR,Caring Brands,Healthcare,US,1.37,3.0,14.0,21.4,6.0,14.0,42.9,FAIL,"OCF_uptrend, FCF_uptrend, ROE_uptrend",False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,False,False,40%未満(avg-257.4%)→OK,,,,,,,,,,,-0.17,55.56,-300.2,-269.82,2.8,,eodhd,
